listing_id,vote_sentiment_positive_count,vote_sentiment_negative_count,vote_sentiment_positive_percent,vote_sentiment_positivity,high_conf_sentiment_positive_count,high_conf_sentiment_negative_count,high_conf_sentiment_positive_percent,high_conf_sentiment_positivity,long_conf_sentiment_positive_count,long_conf_sentiment_negative_count,long_conf_sentiment_positive_percent,long_conf_sentiment_positivity,classified_sentiment_positive_count,classified_sentiment_negative_count,classified_sentiment_positive_percent,classified_sentiment_positivity,latitude,longitude,review_scores_rating,host_name,listing_url,name,accommodates,price,property_type,room_type,number_of_reviews,minimum_nights,maximum_nights,
23061634,,2,0,0,1,1,0.5,0,1,1,0.5,0,1,1,0.5,0,30.3174,-97.6931,100,Michelle,https://www.airbnb.com/rooms/23061634,Eastside retreat,8,175,House,Entire home/apt,2,2,1125,
23434138,1,1,0.5,0,2,,1,1,1,1,0.5,0,2,,1,1,30.204,-97.7956,100,Emily,https://www.airbnb.com/rooms/23434138,Cute private bed & bath in South Austin,2,50,House,Private room,2,1,1125,
24649925,,1,0,0,1,,1,1,1,,1,1,1,,1,1,30.1554,-97.963,100,Clint & Stella,https://www.airbnb.com/rooms/24649925,Encino Viejo (Old Oaks),12,599,House,Entire home/apt,1,2,31,
26414338,2,2,0.5,0,4,,1,1,3,1,0.75,1,3,1,0.75,1,30.3064,-97.726,100,Margo,https://www.airbnb.com/rooms/26414338,Central Hyde Park Condo,2,79,Condominium,Entire home/apt,4,30,180,
27933897,13,4,0.764705882,1,14,3,0.823529412,1,11,6,0.647058824,0,14,3,0.823529412,1,30.2674,-97.7202,99,Alli,https://www.airbnb.com/rooms/27933897,Explore Austin in a Creative and Cozy House in East Downtown,5,250,House,Entire home/apt,17,2,1125,
28055197,4,6,0.4,0,8,2,0.8,1,7,3,0.7,0,7,3,0.7,0,30.2547,-97.7079,100,Tiffany,https://www.airbnb.com/rooms/28055197,Chic Modern Space in Trendy East Austin,5,175,Townhouse,Entire home/apt,10,2,14,
28192319,46,75,0.380165289,0,93,26,0.781512605,1,80,41,0.661157025,0,81,38,0.680672269,0,30.2739,-97.7474,98,Javier,https://www.airbnb.com/rooms/28192319,Private room in a SHARED 2/1 apartment DowntownATX,2,62,Apartment,Private room,121,1,90,
28461568,4,7,0.363636364,0,9,2,0.818181818,1,9,2,0.818181818,1,9,2,0.818181818,1,30.2391,-97.7299,95,Rachel,https://www.airbnb.com/rooms/28461568,Austin Home close to downtown,3,100,Apartment,Entire home/apt,11,2,1125,
28959494,1,1,0.5,0,2,,1,1,2,,1,1,2,,1,1,30.2855,-97.7489,80,Wendi,https://www.airbnb.com/rooms/28959494,Bright Spacious Apartment in Central Austin,4,75,Apartment,Entire home/apt,2,3,1125,
28991123,2,11,0.153846154,0,13,,1,1,13,,1,1,13,,1,1,30.2796,-97.6309,98,Erica,https://www.airbnb.com/rooms/28991123,Private room in east Austin,2,50,House,Private room,13,1,1125,
29325361,,1,0,0,1,,1,1,1,,1,1,1,,1,1,30.2711,-97.747,100,Colleen,https://www.airbnb.com/rooms/29325361,Wyndham Austin Studio,4,189,Condominium,Entire home/apt,1,3,7,
29686350,11,6,0.647058824,0,16,1,0.941176471,1,14,3,0.823529412,1,15,2,0.882352941,1,30.2178,-97.7802,100,Elizabeth,https://www.airbnb.com/rooms/29686350,Indigo @ St Elmo,2,77,Guest suite,Private room,17,2,30,
31122590,1,,1,1,1,,1,1,1,,1,1,1,,1,1,30.2497,-97.753,100,Amy,https://www.airbnb.com/rooms/31122590,Soco Central House,4,737,House,Entire home/apt,1,3,30,
32696704,9,11,0.45,0,15,5,0.75,1,17,3,0.85,1,15,5,0.75,1,30.2315,-97.7185,96,Sonder (Austin),https://www.airbnb.com/rooms/32696704,Sonder | The Edison | Lively 2BR + Balcony,6,105,Apartment,Entire home/apt,20,2,1125,
32746408,5,9,0.357142857,0,12,2,0.857142857,1,11,3,0.785714286,1,11,3,0.785714286,1,30.2507,-97.7483,93,Sonder (Austin),https://www.airbnb.com/rooms/32746408,Sonder | South Congress | Serene 1BR + Balcony,4,111,Apartment,Entire home/apt,15,2,1125,
33319633,,2,0,0,,2,0,0,2,,1,1,2,,1,1,30.2631,-97.7089,100,Sarah,https://www.airbnb.com/rooms/33319633,East Austin get a way,4,300,House,Entire home/apt,2,2,1125,
33390958,,1,0,0,,1,0,0,,1,0,0,,1,0,0,30.2853,-97.7708,100,David,https://www.airbnb.com/rooms/33390958,Deep Eddy house.,4,300,House,Entire home/apt,1,999,999,
33549833,2,1,0.666666667,0,3,,1,1,3,,1,1,3,,1,1,30.2449,-97.8914,100,Meggie,https://www.airbnb.com/rooms/33549833,Wannabe Homestead in South West Austin,2,50,House,Private room,3,1,1125,
33636947,,1,0,0,,1,0,0,,1,0,0,,1,0,0,30.2882,-97.7441,100,Hardin,https://www.airbnb.com/rooms/33636947,"2206 King - The Quarters at Hardin House, upstairs",2,147,Bed and breakfast,Private room,1,1,1125,
34477108,,1,0,0,,1,0,0,,1,0,0,,1,0,0,30.271,-97.7468,100,Christian,https://www.airbnb.com/rooms/34477108,Wyndham Austin - 2 Bedroom Deluxe,6,799,Resort,Entire home/apt,1,2,182,
34507431,2,2,0.5,0,4,,1,1,4,,1,1,4,,1,1,30.3299,-97.6956,100,Melissa,https://www.airbnb.com/rooms/34507431,Private second floor Bed & Bath in our New Home,2,50,House,Private room,4,1,30,
34746804,10,29,0.256410256,0,36,3,0.923076923,1,30,9,0.769230769,1,32,7,0.820512821,1,30.2596,-97.7321,96,Nathan,https://www.airbnb.com/rooms/34746804,"Artsy Space steps to Convention, 6th, Food Trucks!",2,39,House,Private room,39,1,1125,
36483539,4,2,0.666666667,0,4,2,0.666666667,0,3,3,0.5,0,3,3,0.5,0,30.205,-97.7832,87,Charr & Daivo,https://www.airbnb.com/rooms/36483539,Quiet place in a busy city,3,40,House,Private room,6,1,7,
36513915,,1,0,0,1,,1,1,1,,1,1,,1,0,0,30.4125,-97.6954,100,Irina,https://www.airbnb.com/rooms/36513915,Cozy Private One Bedroom Apartment,4,90,Apartment,Entire home/apt,1,2,1125,
37426520,1,2,0.333333333,0,2,1,0.666666667,0,3,,1,1,2,1,0.666666667,0,30.3813,-97.9189,100,Lisa,https://www.airbnb.com/rooms/37426520,Lake Austin Hideaway - New House,7,198,House,Entire home/apt,3,2,1125,
37972219,2,2,0.5,0,2,2,0.5,0,2,2,0.5,0,2,2,0.5,0,30.3958,-97.7181,75,Kristopher,https://www.airbnb.com/rooms/37972219,Austin Retreat,4,56,Apartment,Entire home/apt,4,1,1125,
38166625,1,2,0.333333333,0,3,,1,1,3,,1,1,3,,1,1,30.4479,-97.7792,100,Sebastian,https://www.airbnb.com/rooms/38166625,"Comfy, Private Twin In Sleepy Northwest Austin",2,27,Townhouse,Private room,3,1,14,
68130,270,177,0.604026846,0,371,76,0.829977629,1,322,125,0.720357942,1,339,108,0.758389262,1,30.3117,-97.7245,98,Drew,https://www.airbnb.com/rooms/68130,Hyde Park Flat - Bamboo Floors,4,89,Apartment,Entire home/apt,447,2,30,
1593451,96,82,0.539325843,0,147,31,0.825842697,1,130,48,0.730337079,1,145,33,0.814606742,1,30.2474,-97.7758,98,Rebecca,https://www.airbnb.com/rooms/1593451,South Lamar Zilker Cottage,2,99,Guesthouse,Entire home/apt,178,2,10,
4144682,2,,1,1,2,,1,1,2,,1,1,2,,1,1,30.2712,-97.7472,100,Jillian,https://www.airbnb.com/rooms/4144682,Downtown Close to EVERYTHING 1 room,2,400,Apartment,Private room,2,1,1125,
4901443,5,3,0.625,0,6,2,0.75,1,6,2,0.75,1,7,1,0.875,1,30.2466,-97.7379,100,Charlotte,https://www.airbnb.com/rooms/4901443,Relax and See the City in a Unique Forest House in Travis Heights,2,185,House,Entire home/apt,8,3,60,
5512398,2,,1,1,2,,1,1,1,1,0.5,0,1,1,0.5,0,30.2913,-97.7454,90,Julia,https://www.airbnb.com/rooms/5512398,Big private room in a coop,3,100,House,Private room,2,1,1125,
9487955,18,14,0.5625,0,20,12,0.625,0,14,18,0.4375,0,17,15,0.53125,0,30.3596,-97.7183,94,Marilyn,https://www.airbnb.com/rooms/9487955,Cute room in North-Central Austin,1,35,House,Private room,32,1,1125,
9903299,18,10,0.642857143,0,24,4,0.857142857,1,16,12,0.571428571,0,19,9,0.678571429,0,30.3629,-97.7361,100,Thomas,https://www.airbnb.com/rooms/9903299,Two Levels of Living in Allandale,10,245,House,Entire home/apt,28,2,1125,
11771703,1,,1,1,1,,1,1,1,,1,1,1,,1,1,30.2361,-98.0092,100,Joseph,https://www.airbnb.com/rooms/11771703,Room overlooking Barton Creek!,2,95,House,Private room,1,1,1125,
13283263,,1,0,0,1,,1,1,1,,1,1,1,,1,1,30.2597,-97.7753,100,Lindsey,https://www.airbnb.com/rooms/13283263,1 Room in Zilker Cottage,2,150,House,Private room,1,2,6,
14483719,6,11,0.352941176,0,13,4,0.764705882,1,13,4,0.764705882,1,14,3,0.823529412,1,30.3196,-97.7294,91,Martin,https://www.airbnb.com/rooms/14483719,N.Lamar: Great Value in Great Community,1,16,Apartment,Shared room,17,29,1125,
17254260,1,,1,1,1,,1,1,1,,1,1,1,,1,1,30.2427,-97.7212,100,Jennifer,https://www.airbnb.com/rooms/17254260,Overlooking Downtown SXSW Central,5,242,Apartment,Entire home/apt,1,3,1125,
17420918,4,3,0.571428571,0,6,1,0.857142857,1,6,1,0.857142857,1,6,1,0.857142857,1,30.2934,-97.7265,100,Swathi,https://www.airbnb.com/rooms/17420918,Comfortable North Campus Apartment,3,65,Apartment,Entire home/apt,8,3,45,
17555397,14,27,0.341463415,0,34,7,0.829268293,1,28,13,0.682926829,0,29,12,0.707317073,1,30.3191,-97.7309,90,Chelsea,https://www.airbnb.com/rooms/17555397,The Studio on Lamar,2,80,Apartment,Entire home/apt,41,1,1125,
20501040,10,7,0.588235294,0,15,2,0.882352941,1,16,1,0.941176471,1,15,2,0.882352941,1,30.2653,-97.7643,100,Melissa,https://www.airbnb.com/rooms/20501040,Experience Austin like a local during ACL!,6,218,Townhouse,Entire home/apt,17,2,10,
20679507,2,1,0.666666667,0,3,,1,1,1,2,0.333333333,0,1,2,0.333333333,0,30.4456,-97.6806,100,Lisa,https://www.airbnb.com/rooms/20679507,"Two Houses in One + hot tub, arcade",16,1200,House,Entire home/apt,3,2,1125,
21665490,16,8,0.666666667,0,20,4,0.833333333,1,12,12,0.5,0,17,7,0.708333333,1,30.3256,-97.9571,100,Kourtney,https://www.airbnb.com/rooms/21665490,Bee Cave Apartment,3,80,Apartment,Entire home/apt,25,1,3,
22504968,8,6,0.571428571,0,12,2,0.857142857,1,9,5,0.642857143,0,11,3,0.785714286,1,30.2404,-97.777,96,Alexa,https://www.airbnb.com/rooms/22504968,South Austin Tiny House!,4,70,Guesthouse,Entire home/apt,14,2,90,
23548316,2,2,0.5,0,3,1,0.75,1,1,3,0.25,0,2,2,0.5,0,30.3264,-97.7371,90,Fabienne,https://www.airbnb.com/rooms/23548316,Rosedale Efficiency - Central Austin,2,80,Condominium,Entire home/apt,4,30,1125,
24200262,1,1,0.5,0,1,1,0.5,0,,2,0,0,,2,0,0,30.3155,-97.7132,100,Jenny,https://www.airbnb.com/rooms/24200262,SVT House,2,52,House,Private room,3,3,20,
24755024,9,8,0.529411765,0,13,4,0.764705882,1,11,6,0.647058824,0,11,6,0.647058824,0,30.3086,-97.7316,94,Lauren Ragusin,https://www.airbnb.com/rooms/24755024,Minimal Candy Colored Austin Hideaway,2,90,Apartment,Entire home/apt,17,3,14,
26655796,32,17,0.653061224,0,42,7,0.857142857,1,35,14,0.714285714,1,35,14,0.714285714,1,30.2774,-97.6792,100,Paul,https://www.airbnb.com/rooms/26655796,Modern Farmhouse with Mid-Century Vibe,4,69,Guesthouse,Entire home/apt,49,1,1125,
27631691,2,1,0.666666667,0,3,,1,1,1,2,0.333333333,0,2,1,0.666666667,0,30.3253,-97.7446,100,Lionel & Beth,https://www.airbnb.com/rooms/27631691,"Irene's Bungalow: Private Entry, Free ABIA Shuttle",2,32,Bungalow,Private room,3,30,1125,
27722414,10,2,0.833333333,1,11,1,0.916666667,1,9,3,0.75,1,8,4,0.666666667,0,30.2421,-97.7729,98,Rick,https://www.airbnb.com/rooms/27722414,Cabana Corona,4,98,Townhouse,Entire home/apt,12,3,27,
27729695,7,8,0.466666667,0,12,3,0.8,1,8,7,0.533333333,0,9,6,0.6,0,30.2883,-97.7679,99,Matt,https://www.airbnb.com/rooms/27729695,"Modern 2BR, w/King Bed, 5min to everything",5,145,Condominium,Entire home/apt,15,3,1125,
28788376,27,35,0.435483871,0,51,11,0.822580645,1,48,14,0.774193548,1,47,15,0.758064516,1,30.2636,-97.7097,98,Mona,https://www.airbnb.com/rooms/28788376,Spacious Modern Home Located Just East of Downtown,12,625,House,Entire home/apt,62,2,1125,
28929319,2,,1,1,2,,1,1,1,1,0.5,0,1,1,0.5,0,30.2214,-97.785,90,Victoria,https://www.airbnb.com/rooms/28929319,South Austin Home With a Modern Nostalgic Vibe,12,350,House,Entire home/apt,2,2,3,
28960227,3,3,0.5,0,4,2,0.666666667,0,3,3,0.5,0,4,2,0.666666667,0,30.2307,-97.702,93,Lupita,https://www.airbnb.com/rooms/28960227,“My home is your home”entire house,5,142,House,Entire home/apt,6,3,90,
29947173,26,19,0.577777778,0,40,5,0.888888889,1,32,13,0.711111111,1,37,8,0.822222222,1,30.4153,-97.928,100,Kimberly,https://www.airbnb.com/rooms/29947173,Beautiful Retreat Near Lake Travis,6,125,Cottage,Entire home/apt,45,3,28,
31982834,3,4,0.428571429,0,6,1,0.857142857,1,6,1,0.857142857,1,6,1,0.857142857,1,30.2605,-97.7346,97,Victoria,https://www.airbnb.com/rooms/31982834,The Whiskey Sisters' Vintage Bungalow,6,400,Bungalow,Entire home/apt,7,3,1125,
32117734,2,6,0.25,0,5,3,0.625,0,4,4,0.5,0,4,4,0.5,0,30.3466,-97.7538,98,Lilly,https://www.airbnb.com/rooms/32117734,Chateaux d’Arnelle,7,150,House,Entire home/apt,8,2,7,
32700260,,2,0,0,1,,1,1,1,1,0.5,0,1,,1,1,30.2193,-97.6327,100,Vanessa,https://www.airbnb.com/rooms/32700260,The Comfy House,3,85,House,Private room,2,1,7,
32701399,,2,0,0,1,1,0.5,0,2,,1,1,2,,1,1,30.2406,-97.7212,100,Aaron,https://www.airbnb.com/rooms/32701399,Private Room minutes to Downtown/Lady Bird Lake,2,150,Apartment,Private room,2,1,5,
34095558,6,16,0.272727273,0,17,5,0.772727273,1,15,7,0.681818182,0,16,6,0.727272727,1,30.414,-97.7275,98,Farbod,https://www.airbnb.com/rooms/34095558,4 Bedroom Austin Domain House w/ Pool and Hot-tub,9,499,House,Entire home/apt,22,2,45,
38125828,,4,0,0,1,3,0.25,0,4,,1,1,3,1,0.75,1,30.2137,-97.8166,95,Ariel,https://www.airbnb.com/rooms/38125828,Pastel Paradise in South Austin,5,100,House,Entire home/apt,4,1,1125,
21145,18,14,0.5625,0,26,6,0.8125,1,19,13,0.59375,0,25,7,0.78125,1,30.2942,-97.7462,97,April,https://www.airbnb.com/rooms/21145,"Private Pool, Non Smoking, Pet Friendly, Central",4,220,House,Entire home/apt,33,30,1125,
2261171,51,36,0.586206897,0,76,11,0.873563218,1,68,19,0.781609195,1,71,16,0.816091954,1,30.1803,-97.795,100,Melissa,https://www.airbnb.com/rooms/2261171,Private & Spacious S.Austin Retreat,10,575,House,Entire home/apt,89,2,90,
3739912,28,17,0.622222222,0,39,6,0.866666667,1,29,16,0.644444444,0,32,13,0.711111111,1,30.2649,-97.7381,99,Kerin,https://www.airbnb.com/rooms/3739912,Luxe Condo Steps from the Action!,3,170,Loft,Entire home/apt,46,90,1124,
3904915,69,33,0.676470588,0,78,24,0.764705882,1,64,38,0.62745098,0,75,27,0.735294118,1,30.2581,-97.6975,99,Sunyong,https://www.airbnb.com/rooms/3904915,"Sculptor's Guest House,",4,144,House,Entire home/apt,102,2,180,
4137101,,1,0,0,1,,1,1,1,,1,1,1,,1,1,30.2596,-97.7731,100,Joaquin,https://www.airbnb.com/rooms/4137101,Hidden Spring,4,300,House,Entire home/apt,1,5,9,
5251600,1,,1,1,1,,1,1,1,,1,1,1,,1,1,30.2614,-97.7323,80,Steven,https://www.airbnb.com/rooms/5251600,Downtown East Side Bungalow,10,999,House,Entire home/apt,1,3,6,
5532164,1,,1,1,,1,0,0,,1,0,0,,1,0,0,30.2864,-97.7656,100,Bo,https://www.airbnb.com/rooms/5532164,Austin Tarrytown 3/3 Home,6,600,House,Entire home/apt,1,2,1125,
6638084,115,80,0.58974359,0,170,25,0.871794872,1,128,67,0.656410256,0,143,52,0.733333333,1,30.2816,-97.6867,99,Jennifer,https://www.airbnb.com/rooms/6638084,sweet little backyard cottage,2,60,Guesthouse,Entire home/apt,195,2,31,
7787003,41,26,0.611940299,0,51,16,0.76119403,1,44,23,0.656716418,0,51,16,0.76119403,1,30.2591,-97.7149,98,Sarah,https://www.airbnb.com/rooms/7787003,Bright & Modern East Austin Studio,2,110,Loft,Entire home/apt,67,3,90,
8284053,2,,1,1,2,,1,1,,2,0,0,1,1,0.5,0,30.2255,-97.724,90,Edgar,https://www.airbnb.com/rooms/8284053,Charming Condo in South Austin,2,179,Condominium,Entire home/apt,2,1,3,
8880973,113,181,0.384353741,0,231,63,0.785714286,1,205,89,0.697278912,0,214,80,0.727891156,1,30.2846,-97.7627,93,Jon,https://www.airbnb.com/rooms/8880973,Quiet Captivating Clarksville Studio,4,54,Apartment,Entire home/apt,294,1,1125,
9157222,51,65,0.439655172,0,97,19,0.836206897,1,81,35,0.698275862,0,90,25,0.782608696,1,30.2753,-97.7069,98,Andy,https://www.airbnb.com/rooms/9157222,Casa Moderna: Austin Boutique Hotel Styled B,10,252,House,Entire home/apt,116,3,1125,
14248025,,1,0,0,,1,0,0,1,,1,1,1,,1,1,30.3148,-97.7172,100,Martin,https://www.airbnb.com/rooms/14248025,Evans: Master Bedroom in Central Austin Community,2,49,House,Private room,1,29,1125,
14627824,25,24,0.510204082,0,41,8,0.836734694,1,31,18,0.632653061,0,37,12,0.755102041,1,30.2547,-97.7096,100,Trey And Martha,https://www.airbnb.com/rooms/14627824,Unique Modern Private Suite - E ATX near LB Trail,2,80,House,Private room,49,2,14,
14834774,1,2,0.333333333,0,,3,0,0,,3,0,0,,3,0,0,30.2547,-97.764,100,Erin,https://www.airbnb.com/rooms/14834774,"Clean+Spacious, S Austin, 1mi to DT",3,375,Bungalow,Entire home/apt,5,2,7,
14848100,57,57,0.5,0,91,21,0.8125,1,73,41,0.640350877,0,78,33,0.702702703,1,30.1866,-97.8159,98,Tyler,https://www.airbnb.com/rooms/14848100,Comfortably sleeps 12. Only 15 min from downtown!,12,349,House,Entire home/apt,114,2,90,
14969194,32,24,0.571428571,0,42,14,0.75,1,39,17,0.696428571,0,42,14,0.75,1,30.2514,-97.7227,100,Sarah,https://www.airbnb.com/rooms/14969194,Feel Lake Breezes From a Porch Swing at a Custom Family Home,12,775,House,Entire home/apt,56,1,95,
15157293,59,52,0.531531532,0,93,18,0.837837838,1,74,37,0.666666667,0,82,29,0.738738739,1,30.3828,-97.6659,99,Kayla,https://www.airbnb.com/rooms/15157293,"Private, cozy space in North Austin",2,65,House,Entire home/apt,111,1,30,
15650338,2,1,0.666666667,0,3,,1,1,2,1,0.666666667,0,2,1,0.666666667,0,30.403,-97.6991,100,Catalina,https://www.airbnb.com/rooms/15650338,Quiet-Fully furnished-Near the Domain-Park view!!!,2,70,Apartment,Entire home/apt,3,2,5,
17108048,1,,1,1,1,,1,1,,1,0,0,1,,1,1,30.2549,-97.7345,100,Victor,https://www.airbnb.com/rooms/17108048,"Bright, Airy Abode just East of Downtown/Rainey St",7,500,Condominium,Entire home/apt,1,4,14,
17156572,18,45,0.285714286,0,42,20,0.677419355,0,40,23,0.634920635,0,40,22,0.64516129,0,30.284,-97.6846,96,Carlos,https://www.airbnb.com/rooms/17156572,Sua Casinha!! 4 Bed co-ed Dorm (A),1,29,Hostel,Hotel room,63,1,7,
17435837,12,19,0.387096774,0,26,5,0.838709677,1,21,10,0.677419355,0,24,7,0.774193548,1,30.294,-97.7014,94,Xavier,https://www.airbnb.com/rooms/17435837,Central 2/2.5 Upscale Luxury Home in Mueller,9,195,House,Entire home/apt,31,1,7,
18821997,6,8,0.428571429,0,13,1,0.928571429,1,10,4,0.714285714,1,10,4,0.714285714,1,30.4403,-97.7438,99,Marcia,https://www.airbnb.com/rooms/18821997,"Cute house near Apple, The Domain, and Highways.",3,90,House,Entire home/apt,16,2,30,
19228353,42,26,0.617647059,0,55,13,0.808823529,1,41,27,0.602941176,0,46,22,0.676470588,0,30.3239,-97.7188,99,Alexander And Cecilia,https://www.airbnb.com/rooms/19228353,Private Room in a Green ATX Oasis,2,49,House,Private room,68,1,1125,
19295842,57,121,0.320224719,0,142,36,0.797752809,1,125,53,0.702247191,1,133,44,0.751412429,1,30.2526,-97.7677,93,Ames,https://www.airbnb.com/rooms/19295842,Zilker Park + Downtown + Barton Spring in a Breeze,6,50,Apartment,Entire home/apt,179,1,1125,
19769283,41,53,0.436170213,0,74,20,0.787234043,1,77,17,0.819148936,1,76,18,0.808510638,1,30.3725,-97.9885,99,Leticia,https://www.airbnb.com/rooms/19769283,Lake Shack Bungalow Villa 15 Fab Getaway By Marina,5,215,Bungalow,Entire home/apt,94,2,31,
20593010,6,4,0.6,0,9,1,0.9,1,7,3,0.7,0,8,2,0.8,1,30.2459,-97.773,96,TurnKey Vacation Rentals,https://www.airbnb.com/rooms/20593010,1BR w/ Backyard Oasis,2,100,Apartment,Entire home/apt,10,2,1125,
21141841,13,14,0.481481481,0,22,5,0.814814815,1,17,10,0.62962963,0,22,5,0.814814815,1,30.198,-97.7024,99,Jayson,https://www.airbnb.com/rooms/21141841,"Spacious, Rustic Home 10 min Drive COTA& DT Austin",8,450,House,Entire home/apt,28,2,18,
21677985,1,6,0.142857143,0,5,2,0.714285714,1,6,1,0.857142857,1,5,2,0.714285714,1,30.2318,-97.8794,97,Katherine,https://www.airbnb.com/rooms/21677985,Private Room - 10 Min to Downtown (Large),1,29,Apartment,Private room,8,25,270,
21867757,12,6,0.666666667,0,15,3,0.833333333,1,9,9,0.5,0,12,6,0.666666667,0,30.3002,-97.676,99,Michelle,https://www.airbnb.com/rooms/21867757,"Peaceful space, comfy bed, wonderful amenities.",2,38,House,Private room,18,3,28,
21881708,2,2,0.5,0,3,1,0.75,1,2,2,0.5,0,2,2,0.5,0,30.3182,-97.7307,100,Martin,https://www.airbnb.com/rooms/21881708,N.Lamar: Economic Spot in Great Community 1,1,16,Apartment,Shared room,4,29,1125,
22227256,1,,1,1,1,,1,1,,1,0,0,,1,0,0,30.2606,-97.7484,60,Stay Alfred,https://www.airbnb.com/rooms/22227256,Beautiful 1 Bedroom SoCo Condo with Outdoor Pool!,4,999,Apartment,Entire home/apt,1,2,1125,
22956637,1,,1,1,1,,1,1,,1,0,0,,1,0,0,30.239,-97.783,100,Erica,https://www.airbnb.com/rooms/22956637,South Austin gem-2 miles from Zilker Park!,6,200,Condominium,Entire home/apt,1,3,10,
23165714,10,7,0.588235294,0,16,1,0.941176471,1,11,6,0.647058824,0,13,4,0.764705882,1,30.2525,-97.7281,100,Curtis,https://www.airbnb.com/rooms/23165714,"Master bedroom w private bathroom, near Rainey St!",2,100,House,Private room,18,2,10,
23496157,75,57,0.568181818,0,112,20,0.848484848,1,88,44,0.666666667,0,101,31,0.765151515,1,30.2746,-97.7158,100,Carter & Juli,https://www.airbnb.com/rooms/23496157,Private and Hip Centrally Located East Austin Guesthouse,4,110,Guesthouse,Entire home/apt,132,1,31,
23568039,1,1,0.5,0,2,,1,1,1,1,0.5,0,2,,1,1,30.2867,-97.7501,100,Elvira C,https://www.airbnb.com/rooms/23568039,1 BED APT IN WEST CAMPUS,2,69,Apartment,Entire home/apt,4,1,5,
23649038,6,9,0.4,0,11,4,0.733333333,1,7,8,0.466666667,0,7,8,0.466666667,0,30.2403,-97.7312,92,Vi,https://www.airbnb.com/rooms/23649038,Open Loft in Cozy Condo by Boardwalk,2,85,Loft,Private room,15,2,1125,
24386030,4,4,0.5,0,7,1,0.875,1,5,3,0.625,0,6,2,0.75,1,30.452,-97.7822,98,Scott,https://www.airbnb.com/rooms/24386030,ATX Amazing House with Big Backyard (Entire House),8,100,House,Entire home/apt,8,1,14,
25519435,1,1,0.5,0,2,,1,1,2,,1,1,2,,1,1,30.3079,-97.731,100,Margo,https://www.airbnb.com/rooms/25519435,Historic Hyde Park Haven,3,175,Bungalow,Entire home/apt,2,30,180,
26958666,46,31,0.597402597,0,64,13,0.831168831,1,51,26,0.662337662,0,58,19,0.753246753,1,30.303,-97.679,100,Chris And Tracy,https://www.airbnb.com/rooms/26958666,★ Sunny & Modern ★ Private Bath + Coffee Bar!,2,40,House,Private room,77,1,7,
27624797,,2,0,0,1,1,0.5,0,2,,1,1,2,,1,1,30.2708,-97.7479,100,Lisa,https://www.airbnb.com/rooms/27624797,"1 Bedroom Condo, Rooftop Pool",4,185,Serviced apartment,Entire home/apt,2,2,4,
27850944,3,1,0.75,1,3,1,0.75,1,3,1,0.75,1,3,1,0.75,1,30.2422,-97.7506,95,Alexandra,https://www.airbnb.com/rooms/27850944,Peaceful Easy Feeling,2,130,Guesthouse,Entire home/apt,4,2,1125,
28567308,13,7,0.65,0,19,1,0.95,1,16,4,0.8,1,18,2,0.9,1,30.3094,-97.7237,98,Leslie,https://www.airbnb.com/rooms/28567308,Hyde Park hideaway,2,49,Townhouse,Private room,20,2,6,
28666180,,5,0,0,3,2,0.6,0,3,2,0.6,0,3,2,0.6,0,30.2315,-97.7408,92,Sue,https://www.airbnb.com/rooms/28666180,"Backyard Camping, Hot Tub/Pool, minutes near Music",4,74,Campsite,Entire home/apt,5,1,30,
30352689,9,15,0.375,0,19,5,0.791666667,1,15,9,0.625,0,19,5,0.791666667,1,30.3614,-97.7315,98,Ed,https://www.airbnb.com/rooms/30352689,Austin bungalow in Allandale w/ private courtyard,5,125,House,Entire home/apt,24,3,30,
31284685,7,6,0.538461538,0,12,1,0.923076923,1,8,5,0.615384615,0,11,2,0.846153846,1,30.3953,-97.9283,91,Andy,https://www.airbnb.com/rooms/31284685,Austin Lake House near Lake Travis,12,350,Cabin,Entire home/apt,13,2,30,
32586332,7,9,0.4375,0,16,,1,1,11,5,0.6875,0,11,5,0.6875,0,30.2823,-97.6283,92,Steven,https://www.airbnb.com/rooms/32586332,Clean and Relaxing Room Just 15min From Downtown!,2,39,House,Private room,17,1,1125,
33096427,,4,0,0,3,1,0.75,1,3,1,0.75,1,3,1,0.75,1,30.1374,-97.7724,100,Josh,https://www.airbnb.com/rooms/33096427,Awesome queen bed private room in luxurious home,2,55,House,Private room,4,1,1125,
33395347,2,,1,1,2,,1,1,2,,1,1,2,,1,1,30.271,-97.748,100,Brooke,https://www.airbnb.com/rooms/33395347,Wyndham Austin- 1 bdrm condo,4,189,Condominium,Entire home/apt,2,2,7,
36909452,,2,0,0,2,,1,1,2,,1,1,2,,1,1,30.2217,-97.9013,90,Stella,https://www.airbnb.com/rooms/36909452,Comfy Quiet Blue House in South Austin,6,100,House,Entire home/apt,2,2,7,
38047074,,1,0,0,1,,1,1,1,,1,1,1,,1,1,30.2363,-97.8112,100,Austin,https://www.airbnb.com/rooms/38047074,Get a home in Austin,6,125,House,Entire home/apt,1,2,1125,
333815,107,39,0.732876712,1,123,22,0.848275862,1,87,59,0.595890411,0,102,43,0.703448276,1,30.2533,-97.7523,98,Kim,https://www.airbnb.com/rooms/333815,Solar Sanctuary - Zen Room,2,99,House,Private room,146,1,30,
